,local,name,address,number
676,전라남도,국동점,전남 여수시 국동 994-3,061-642-5272
677,전라남도,광영점,전남 광양시 광영로 97(광영동),061-794-9982
678,전라남도,광양점,전남 광양시 광양읍 호북길22,061-762-8154
679,전라남도,곡성점,전남 곡성군 곡성읍 중앙로 141,061-363-7870
680,전라남도,강진점,전남 강진군 강진읍 영랑로3길 10,061-434-7722
681,울산광역시,매곡월드점,"울산광역시 북구 매산로 35, 101호(매곡동, 매곡동월드프라자)",052-298-3005
682,울산광역시,천곡점,"울산광역시 북구 관문길 6-1, 지상1층(천곡동)",052-292-9298
683,울산광역시,쌍용아진점,"울산광역시 북구 신답로40, 102(상안동,지팝프라자)",052-282-9255
684,울산광역시,호계점,울산 북구 호계동 255-8,052-286-9984
685,울산광역시,화봉점,울산광역시 북구 두부곡 7길 1,052-287-9007
686,울산광역시,서동점(울산),"울산 중구 병영성 3길 9(서동,1층)",052-293-9222
687,울산광역시,반구점,울산 중구 화합로 395(반구동),052-285-0272
688,울산광역시,학성점,울산 중구 학성동 189-1,052-297-0067
689,울산광역시,태화점,울산 중구 신기2길 4(태화동),052-245-1220
690,울산광역시,다운점,울산광역시 중구 운곡8길 48(다운동),052-222-2597
691,울산광역시,무거점,"울산광역시 남구 신복로 13, 1층(무거동)",052-222-9288
692,울산광역시,옥동점,울산광역시 남구 문수로 369번길 10-1(옥동),052-269-9293
693,울산광역시,명촌점,"울산광역시 북구 명촌로 81, 1층(명촌동)",052-289-1400
694,울산광역시,양정점,"울산광역시 북구 염포로 555(양정동,1층)",052-287-9236
695,울산광역시,남목점,울산 동구 미포2길 50(동부동),052-235-9446
696,울산광역시,전하1호점,"울산광역시 동구 전하로 8, 1층(전하동",052-234-3467
697,울산광역시,일산점,울산광역시 동구 방어진순환도로 709(일산동),052-235-3133
698,울산광역시,방어진점,울산광역시 동구 동진2길 17(방어동),052-201-9338
699,울산광역시,삼산점,울산 남구 삼산동 삼산중로 114번로 23,052-260-8293
700,울산광역시,달동점,울산 남구 삼산로 254번길 23,052-257-7111
701,울산광역시,신정1호점,울산광역시 남구 월평로 69(신정동),052-261-0321
702,울산광역시,야음점,울산 남구 야음동 459-52,052-267-9292
703,울산광역시,야음변전소점,울산광역시 남구 처용로 26번길 10(야음동),052-275-4606
704,울산광역시,덕하점,울산광역시 울주군 청량면 삼정로 769,052-268-7943
705,울산광역시,덕신점,"울산광역시 울주군 온산읍 신온8길 18, 1층 102호",052-238-1882
706,울산광역시,나사리점,울산광역시 울주군 서생면 나사해안길 61-1,052-238-3355
707,울산광역시,훼미리점,울산 울주군 상북면 궁근정리 846-14 진우훼미리상가 102,052-264-5848
708,울산광역시,언양점,울산 울주군 언양읍 남문길 14,052-263-9222
709,세종특별자치시,연동점,세종특별자치시 연동면 청연로 655,044-865-9911
710,세종특별자치시,전동점,세종특별자치시 전동면 운주산로 346,044-858-8883
711,부산광역시,남산점,부산 금정구 남산동 27-50,051-515-9996
712,부산광역시,부산외대점,부산광역시 금정구 남산로 2-1(남산동),051-517-9989
713,부산광역시,길천점,부산 기장군 장안읍 길천리 224-5,051-727-3097
714,부산광역시,좌천점,부산 기장군 장안읍 좌천리 202-6,051-727-0807
715,부산광역시,일광점,부산광역시 기장군 일광면 삼성리 33-1,051-722-1515
716,부산광역시,기장점,부산광역시 기장군 기장읍 차성로 288번길 66,051-721-5577
717,부산광역시,서동점(부산),부산 금정구 서동 205-13,051-531-2557
718,부산광역시,명장2호점,"부산광역시 동래구 반송로 339번길 8, 1동 101호(명장동,협진태양아파트상가)",051-522-9285
719,부산광역시,강동점,부산 강서구 강동동 112-4,051-971-1244
720,부산광역시,공항점,부산광역시 강서구 공항로 811번길 65(대저2동),051-971-9282
721,부산광역시,스마트W개금점,"부산광역시 부산진구 가야대로 411, 1층 105호(개금동,개금역스마트더블유)",051-893-1116
722,부산광역시,개금엘지점,"부산광역시 부산진구 백양대로 309(개금동,(1층))",051-896-4480
723,부산광역시,개금주공점,"부산광역시 부산진구 백양대로 136번길 37-9,1층(당감동,당평교회)",051-891-2577
724,부산광역시,금곡점,"부산광역시 북구 금곡대로 470번길 35,105(금곡동,유림상가)",051-361-4148
725,부산광역시,화명점,부산 북구 화명1동 1130-9,051-341-3392
726,부산광역시,구포1호점,부산광역시 북구 구포시장길 44(구포동),051-337-7377
727,부산광역시,구포3호점,부산광역시 북구 시랑로 72-1(구포동),051-336-1244
728,부산광역시,덕천점,부산 북구 덕천동 의성로 115번길 3,051-338-9977
729,부산광역시,만덕점,부산 북구 만덕2로 32(만덕동),051-331-5877
730,부산광역시,온천장점,부산광역시 동래구 금강로 90(온천동),051-556-9233
731,부산광역시,장전점,부산광역시 금정구 금정로 149번길 8(장전동),051-583-6262
732,부산광역시,미남점,"부산광역시 동래구 여고북로 109 (온천동,1층)",051-503-8292
733,부산광역시,사직국민시장점,"부산광역시 동래구 사직북로 63번길 33-1,1층(사직동)",051-501-1812
734,부산광역시,사직운동장점,"부산광역시 동래구 여고로 7, 1층(사직동)",051-505-9283
735,부산광역시,거제점,부산 연제구 아시아드대로 46번길 7(거제동),051-502-9943
736,부산광역시,연산본점,부산광역시 연제구 쌍미천로 126(연산동),051-851-1253
737,부산광역시,망미배산점,부산 연제구 망미1동 831-26번지,051-751-0026
738,부산광역시,전포점,"부산 부산진구 전포동 전포대로294,2-101(전포동한신상가)",051-804-9280
739,부산광역시,범천점,부산광역시 부산진구 범천1동 850-1,051-637-8222
740,부산광역시,문현2호점,부산광역시 남구 전포대로 77번길 9-2(문현동),051-631-2568
741,부산광역시,문현점,부산 남구 문현동 351-6,051-635-9294
742,부산광역시,감만점,부산 남구 감만동 146-1,051-631-9288
743,부산광역시,대연점,부산광역시 남구 석포로 79(대연동),051-622-9254
744,부산광역시,용호시장점,"부산광역시 남구 용호로 190, 1층(용호동)",051-623-0202
745,부산광역시,용호점,부산광역시 남구 동명로 121(용호동),051-611-9201
746,부산광역시,대연1호점,부산 남구 대연동 290-11,051-625-1331
747,부산광역시,남천점,"부산광역시 수영구 남천동로 7, 1층(남천동,장우빌딩)",051-624-9282
748,부산광역시,광안점,부산 수영구 광안동  537-2 ,051-757-7781
749,부산광역시,수비점,"부산광역시 해운대구 해운대로 383번 가길 19, 101호(우동, 삼진그린아파트상가)",051-818-7272
750,부산광역시,송정점,부산 해운대구 송정동 200-19,051-704-7977
751,부산광역시,신도시2호점,부산 해운대구 좌동 1288 대동타운분산상가 203,051-701-3331
752,부산광역시,우동1호점,부산 해운대구 우동1로 58(우동),051-742-7860
753,부산광역시,수영점,부산광역시 수영구 수영로 725번길 14(수영동),051-757-4004
754,부산광역시,망미점,부산광역시 수영구 구락로 85-2,051-758-7747
755,부산광역시,재송점,부산광역시 해운대구 재송1로 54,051-784-1801
756,부산광역시,반여2동점,"부산광역시 해운대구 해운대로 61번길 98-1, 1층 (반여동)",051-782-3392
757,부산광역시,반여점,부산광역시 해운대구 반여로 167번길 70(반여동),051-524-0238
758,부산광역시,안락점,부산광역시 동래구 충렬대로 428번길 50(안락동),051-525-1105
759,부산광역시,연산토곡점,부산광역시 연제구 과정로 269-1(연산동),051-868-9011
760,부산광역시,학장점,부산 사상구 학장동 574-111 삼성아파트상가 1-102,051-316-1999
761,부산광역시,하단1호점,"부산광역시 사하구 하신번영로 360(하단동, 1층 우측)",051-293-9266
762,부산광역시,가락새신평점,부산 사하구 하신번영로 171(신평동) 31,051-201-3101
763,부산광역시,장림점,부산 사하구 장림동 604-209,051-264-5959
764,부산광역시,다대자유점,"부산광역시 사하구 다대로 617, 상가동 102호(다대동, 자유아파트)",051-261-9955
765,부산광역시,다대점,부산광역시 사하구 다대로 397(다대동),051-263-5567
766,부산광역시,신평점,부산 사하구 신평1동 33-168  24/1,051-206-1097
767,부산광역시,당리점,부산 사하구 당리동 324-27,051-294-8292
768,부산광역시,괴정1호점,부산 사하구 까치고개로 10(괴정동),051-207-7227
769,부산광역시,동해점,부산 서구 남부민동 33-6 흥아맨션 307호 ,051-255-8228
770,부산광역시,감천점,"부산광역시 사하구 감천로 111, 1층(감천동)",051-201-1235
771,부산광역시,동삼점,부산광역시 영도구 동삼로 77(동삼동),051-404-9282
772,부산광역시,청학점,"부산광역시 영도구 청학로 32, 4층 2호(청학동)",051-413-4423
773,부산광역시,초량본점,부산 동구 초량동 460-5 ,051-463-2167
774,부산광역시,동구청점,부산광역시 동구 수정로 18(수정동),051-441-9985
775,부산광역시,범천2호점,"부산광역시 부산진구 가야대로 702, 101동 103호(범천동, 서면 e-편한세상상가)",051-803-1992
776,부산광역시,주례점,부산 사상구 가야대로 306번길 69(주례동),051-315-9292
777,부산광역시,가야점,부산 부산진구 가야대로 589번길 3(가야동),051-891-0787
778,부산광역시,당감1호점,부산광역시 부산진구 백양순환로 105(부암동),051-894-3999
779,부산광역시,부암점,"부산광역시 부산진구 시민공원로 19번길 38-6(부암동,1층)",051-806-6266
780,부산광역시,하마정점,"부산광역시 부산진구 범양로 113, 1층(양정동)",051-865-9246
781,대전광역시,한남대점,대전 대덕구 한남로 28 ,042-624-9100
782,대전광역시,어은점,대전 유성구 어은로48번길 9-5 ,042-861-9255
783,대전광역시,법동점,대전 대덕구 계족로663번길 23 ,042-633-0792
784,대전광역시,신탄로하스점,대전 대덕구 대덕대로 1583 ,042-936-2000
785,대전광역시,신성점,대전 유성구 신성로62번길 38,042-861-9222
786,대전광역시,원신흥점,대전 유성구 원신흥남로 58,042-826-4492
787,대전광역시,비래가양점,대전 대덕구 우암로 412,042-621-9982
788,대전광역시,부사점,대전 중구 대종로316번길 2,042-253-3588
789,대전광역시,둔산녹원점,대전 서구 계룡로491번길 28,042-487-2955
790,대전광역시,둔산타임월드점,대전 서구 갈마역로 10,042-471-6656
791,대전광역시,전민점,대전 유성구 전민로38번길 33,042-861-9005
792,대전광역시,도마점,대전 서구 도솔로 137,042-528-9238
793,대전광역시,관평점,대전 유성구 테크노1로 12-22,042-671-2100
794,대전광역시,월평3점,대전 서구 월평중로 50,042-383-7000
795,대전광역시,성남점,대전 동구 성남로 28,042-673-9044
796,대전광역시,둔산1점,대전 서구 둔산북로 175,042-482-7979
797,대전광역시,중리점,대전 대덕구 중리남로 48,042-622-9266
798,대전광역시,송촌2점,대전 대덕구 동춘당로54번길 40-6,042-622-9233
799,대전광역시,갈마점,대전 서구 갈마중로7번길 29,042-525-5163
800,대전광역시,신인점,대전 동구 계족로 87,042-283-4338
801,대전광역시,신탄1점,대전 대덕구 덕암로 222,042-933-1212
802,대전광역시,용운점,대전 동구 용운로147번길 123,042-284-8266
803,대전광역시,보문점,대전 중구 충무로 73,042-254-9942
804,대전광역시,대전삼성점,대전 동구 현암로 36,042-621-1504
805,대전광역시,대화점,대전 대덕구 동심1길 172,042-633-5592
806,대전광역시,관저1점,대전 서구 도안남로 148,042-545-3392
807,대전광역시,한밭점,대전 중구 보문산로 31,042-585-1188
808,대전광역시,태평점,대전 중구 수침로55번길 7,042-525-6720
809,대전광역시,용두점,대전광역시 중구 중앙로 13번길 63,042-256-9595
810,대전광역시,목동점,대전광역시 중구 목중로19번길 7,042-222-2092
811,대전광역시,송촌1점,대전광역시 대덕구 계족로690번길 21 선비마을1단지상가 104,042-672-9911
812,대전광역시,노은1점,대전광역시 유성구 은구비로 18,042-476-9223
813,대전광역시,장대점,대전 유성구 문화원로 13,042-822-8892
814,대전광역시,월평1점,대전광역시 서구 월평새뜸로8번길 50,042-485-0145
815,대전광역시,괴정점,대전광역시 서구 도산로369번길 91,042-536-0124
816,대전광역시,산호점,대전광역시광역시 서구 계룡로571번길 65 상가 103호,042-488-2285
817,대전광역시,둔산삼천점,대전광역시광역시 서구 둔산북로 215,042-482-1363
818,광주광역시,하남점,광주광역시 광산구 월곡반월로 28(월곡동 1동),062-951-5912
819,광주광역시,주월점,광주 남구 서문대로 749번길 15-1(주월동),062-673-7334
820,광주광역시,일곡점,광주 북구 설죽로 585-1(일곡동),062-572-9600
821,광주광역시,운암동림점,광주 북구 운암1동 930-8,062-531-4898
822,광주광역시,양산첨단2점,광주광역시 북구 임방울대로1041번길 24(용두동 1층),062-574-8292
823,광주광역시,송하풍암점,광주 남구 송하동 258-7,062-676-9252
824,광주광역시,송정점,"광주광역시 광산구 송도로 319, 1층(송정동)",062-941-9979
825,광주광역시,문흥1점,광주 북구 대천로 139번길 8-7(문흥동),062-267-8511
826,광주광역시,두암타운점,광주 동구 산수동 밤실로 147 (두암타운상가 105호),062-261-2962
827,경상북도,모동점,경북 상주시 모동면 용호1길 25,054-536-9282
828,경상북도,영주1호점,경북 영주시 대학로 261번길 36(가흥동),054-631-7711
829,경상북도,안계점,경북 의성군 안계면 안계길 118,054-862-6999
830,경상북도,신안점,경북 안동시 안막동 69-9,054-852-4273
831,경상북도,옥동점,경북 안동시 옥동768-1 세영APT 상가동 104호,054-843-0303
832,경상북도,의성역점,경북 의성군 의성읍 문소3길 89,054-832-6225
833,경상북도,성동점,경북 상주시 성동 193 - 3 번지,054-536-1442
834,경상북도,낙양점,경북 상주시 낙양동 199-1,054-535-0599
835,경상북도,휴천점,경북 영주시 영주로 330번길 56(휴천동),054-636-9636
836,경상북도,진보점,경북 청송군 진보면 진안79-2,054-653-8893
837,경상북도,점촌점,경북 문경시 모전동 52-9,054-552-5882
838,경상북도,예천점,경북 예천군 예천읍 효자로 65,054-653-8892
839,경상북도,법원점,경상북도 포항시 북구 법원로 154 (양덕동),054)-252-9946
840,경상북도,평해점,경북 울진군 평해읍 평해리 58 2층,054-787-8483
841,경상북도,황성점,경북 경주시 용담로 116번길  61-5    103동  101호 신흥2차,054-773-5408
842,경상북도,시래점,경북 경주시 구매3길 28(시래동),054-771-7980
843,경상북도,안강점,경북 경주시 안강읍 양월5리1199-14,054-761-0087
844,경상북도,보문점,경북 경주시 신평동 150-9,054-748-7484
845,경상북도,황오점,경북 경주시 황오동 원효로 174,054-745-7501
846,경상북도,영덕점,경북 영덕군 영덕읍 남석1리  148,054-732-1313
847,경상북도,영천점,경북 영천시 야사동 283-38,054-334-9709
848,경상북도,오천점,경북 포항시 남구오천읍용덕리322-15,054-292-1128
849,경상북도,연일점,경상북도 포항시 남구 연일읍 철강로25번길 52,054-278-9907
850,경상북도,동해점,경북 포항시 남구동해면 약전1리291-1,054-284-4957
851,경상북도,효자점,경북 포항시 남구 효자동 308-16,054-282-3324
852,경상북도,흥해점,경북 포항시 북구 흥해읍 흥해로 21,054-261-7786
853,경상북도,환호점,경북 포항시 북구환호동512-7,054-252-6588
854,경상북도,기계점,경북 포항시 북구 기계면 현내리 404-5,054-246-0088
855,경상북도,감포점,경북 경주시 감포읍 감포리 50-2,054-777-3457
856,경상북도,달전점,경북 포항시 북구 흥해읍 달전로 365,054-261-7892
857,경상북도,북면점,경북 울진군 북면 덕구온천로 28,054-783-0747
858,경상북도,용강점,경북 경주시 승삼3길 18-1(용강동),054-777-4262
859,경상북도,충효점,경북 경주시 충효녹지길 128-9(충효동),054-742-8285
860,경상북도,아화점,경북 경주시 서면 내서로 406,054-751-0331
861,대구광역시,신암점,대구광역시 동구 신암4동612-53,053-958-3999
862,경상북도,성주점,경북 성주군 성주읍 성산리 2098-2번지,054-931-9292
863,경상북도,선남점,경북 성주군 선남면 관화리670-3,054-931-1116
864,경상북도,진량점,경북 경산시 진량읍 신상리 205-1,053-851-9959
865,대구광역시,범물2호점,대구광역시 수성구 범물동1369-11,053-782-7631
866,대구광역시,두산들안점,대구광역시 수성구 들안로20길 41,053-763-1002
867,대구광역시,효신점,대구광역시 동구신천4동436-7,053-756-6114
868,대구광역시,범어점,대구광역시 수성구 범어4동114-1,053-745-5598
869,대구광역시,진천사랑점,대구광역시 달서구 월배로 32-1 진천우체국,053-643-0006
870,대구광역시,화원점,대구광역시 달성군 화원읍 화원로 1길 12,053-636-9995
871,대구광역시,상인점,대구광역시 달서구 상인동 1474-1 보성산호상가 102호,053-636-4333
872,대구광역시,대명1호점,"대구광역시 남구 안골길 15,1층",053-622-9888
873,대구광역시,논공점,대구광역시 달성군 논공읍 북리 803-142,053-615-0697
874,대구광역시,현풍점,대구광역시 달성군 현풍면 중리295-1,053-611-9233
875,대구광역시,매곡점,대구광역시 달성군 다사읍 매곡리 1549-1,053-586-9983
876,대구광역시,감삼점,대구광역시 달서구 감삼동205-12,053-566-0292
877,대구광역시,중평점,대구광역시 서구 국채보상로34길12.129-119,053-559-9989
878,경상북도,신천점,대구광역시 동구 신천동633 동신우방상가108-108,053-422-9277
879,대구광역시,방촌점,대구광역시 동구 방촌동902-7 현대상가,053-984-3185
880,대구광역시,시지1호점,대구광역시 수성구 노변공원로1길 6-5(시지동),053-793-9960
881,대구광역시,두류내당점,"대구광역시 달서구 야외음악당로 163, 1충(두류동)",053-654-2064
882,대구광역시,대명계대점,대구광역시 남구 대명3동2262-47번지,053-652-9982
883,대구광역시,명곡점,대구광역시 달성군 화원읍 상암로71201호2층,053-644-9902
884,대구광역시,죽곡점,대구광역시 달성군 다사읍 대실역남로 4길 30-26,053-586-8870
885,대구광역시,산격점,대구광역시 북구 대동로 45(산격동),053-951-8890
886,경상북도,동명점,경북 칠곡군 동명면 금암중앙길 42,054-976-7981
887,경상북도,삼청공단점,경북 칠곡군 왜관읍 삼청리410-32,054-973-4489
888,경상북도,왜관점,경북 칠곡군 왜관읍왜관리774,054-971-4110
889,경상북도,석적중리점,경북 칠곡군 석적읍 중리201-10,054-971-3825
890,대구광역시,용산점,"대구광역시 달서구 와룡로49길 103,1층",053-563-9997
891,대구광역시,서재점,대구광역시 달성군 다사읍 서재리 서재로 108,053-585-8145
892,대구광역시,성서1호점,대구광역시 달서구 이곡동 752-19,053-582-1256
893,경상북도,고아점,경북 구미시 고아읍 오로리 460-1에덴상가 203호,054-481-3006
894,경상북도,옥계점,경북 구미시 구포동671-2,054-475-9950
895,경상북도,산동점,경북 구미시 산동면 강동로 1028-6,054-475-8299
896,경상북도,진평점,경북 구미시 진평동458,054)-471-1741
897,경상북도,구미1호점,경북 구미시 신평1동150-17,054)-463-4545
898,경상북도,상모점,경북 구미시 상사서로 92(상모동.마동1층),054)-462-9982
899,경상북도,원평점,경북 구미시 남통동14-44,054)-458-6117
900,경상북도,도량점,경북 구미시 도량동245-2,054)-442-1414
901,경상북도,원호점,경북 구미시 고아읍 원호리 449번지,054)-441-1033
902,경상북도,대곡점,경북 김천시 부곡동 990-1,054-437-8292
903,경상북도,직지점,경북 김천시 대항면복전리548-32,054-436-8998
904,경상북도,신음점,경북 김천시 신음동1302-5,054-435-2292
905,대구광역시,침산점,대구광역시 북구 침산동456-7침산2지구아파트101-12,053-353-9959
906,경상북도,인의황상점,경북 구미시 여헌로14길 10,054-474-7940
907,경상북도,덕곡율곡점,"경북 김천시 아포대로 22, 외2필지(덕곡동)",054-437-9992
908,경상북도,아포점,경북 김천시 아포읍 국사리 1047번지102호,054-431-0082
909,경상북도,지좌점,경북 김천시 황산2길 36 (지좌동),054-434-1919
910,대구광역시,팔달점,대구광역시 서구 서대구로68길 58(비산동),053-352-9959
911,대구광역시,칠곡2지구점,대구광역시 북구 구암동 684-5,053-326-9949
912,대구광역시,태전점,"대구광역시 북구 칠곡중앙대로53길32,상가동107호",053-311-9930
913,대구광역시,금호샛별점,대구광역시 북구 한강로 6길3.1층(사수동),053-311-7999
914,경상남도,회원1동점,경남 창원시 마산회원구 회원동 29-15,055-244-0116
915,경상남도,합천점,"경남 합천군 합천읍 옥산로 57-1, 1층",055-931-0388
916,경상남도,합성점,창원시 마산회원구 합성동 322-42,055-297-4406
917,경상남도,함안점,경남 함안군 함안면 북촌2길 64,055-583-8592
918,경상남도,하동점,경남 하동군 하동읍 중앙2길 10-4,055-884-1377
919,경상남도,팔용점,창원시 의창구 팔용동 194-7 1층,055-297-9218
920,경상남도,통영1점,"경남 통영시 중앙로 255, 103호(북신동,동우상가동)",055-649-9233
921,경상남도,태룡점,밀양시 단장면 태룡리 407-5,055-356-0274
922,경상남도,칠원점,경남 함안군 칠원읍 구성길 3,055-587-3037
923,경상남도,창선점,경남 남해군 창선면 상죽리 131,055-867-4406
924,경상남도,진성점,"경남 진주시 진성면 동부로 1348, 2층",055-758-3236
925,경상남도,지산점,창원시 마산합포구 진북면 지산리 250-16,055-271-4348
926,경상남도,지곡점,경남 함양군 지곡면 병곡지곡로 963-1,055-963-6050
927,경상남도,중앙점,"경남 진주시 진주대로 1022-1, 1층(동성동)",055-747-7992
928,경상남도,주공점,"경남 거제시 성산로 20, 1층(옥포동, 무지개타운상가)",055-687-6333
929,경상남도,제일점,경상남도 밀양시 밀양대로 1781-1(삼문동),055-354-8592
930,경상남도,장평점,경남 거제시 장평동 626-8,055-637-1950
931,경상남도,자은점,창원시 진해구 자은동 975-12 1층 102호,055-551-9991
932,경상남도,자산점,창원시 마산합포구 자산동 189-3,055-248-1581
933,경상남도,일반성점,경남 진주시 일반성면 창촌리 47-1,055-754-6786
934,경상남도,위천점,경남 거창군 위천면 장기리 418-18,055-942-6102
935,경상남도,웅천점,창원시 진해구 북부동 560-4 대풍연립 101,055-545-1996
936,경상남도,웅양점,경남 거창군 웅양면 웅양로 1428,055-942-8858
937,경상남도,용현점,경상남도 사천시 용현면 진삼로 626,055-832-7772
938,경상남도,용원점,경남 창원시 진해구 안골로298번길 26 푸르지오 상가 1동 104호,055-552-1881
939,경상남도,옥포점,경남 거제시 옥포동 546-18,055-687-9292
940,경상남도,옥수점,경남 거제시 능포동 717-2,055-681-9252
941,경상남도,안의점,경남 함양군 안의면 금천리 160-5,055-962-0185
942,경상남도,신월점,"경상남도 창원시 의창구 창이대로570번길 13-3, 1층 107호(신월동)",055-264-9248
943,경상남도,신반점,경남 의령군 부림면 신반리 168-9,055-574-7709
944,경상남도,수월점,"경상남도 거제시 수양로 494, 1층 101(일부)호(양정동)",055-636-9297
945,경상남도,수산점,경상남도 밀양시 하남읍 시서상가길 11,055-391-5008
946,경상남도,수동점,경남 함양군 수동면 화산리 1201-6,055-963-2292
947,경상남도,서상점,경남 함양군 서상면 서상로 263,055-963-8834
948,경상남도,상봉점,경남 진주시 북장대로 81번길 11(상봉동),055-746-9253
949,경상남도,삼랑진점,경남 밀양시 삼랑진읍 만어로 8-4 1층,055-351-2305
950,경상남도,삼계점,창원시 마산회원구 내서읍 삼계리 637번지,055-232-9222
951,경상남도,삼가점,경남 합천군 삼가면 삼가중앙길 21-18,055-932-9919
952,경상남도,산호점,경상남도 창원시 마산합포구 산호남로 6(산호동),055-245-0272
953,경상남도,산청점,경상남도 산청군 산청읍 친환경로 2668,055-973-7323
954,경상남도,산복점,"경남 창원시 마산회원구 회원남로 14(회원동, 102호)",055-245-5092
955,경상남도,사파점,"경상남도 창원시 성산구 창이대로663번길 5, 102-1호(사파동,미남빌딩)",055-267-8889
956,경상남도,사곡점,"경상남도 거제시 사등면 두동로 30, 지하1층 206호(경남아너스빌상가)",055-633-7060
957,경상남도,부곡점,경남 창녕군 부곡면 온천중앙로 46,055-536-7709
958,경상남도,봉평점,"경상남도 통영시 데메4길 45, 1호(도남동,세인상가)",055-644-9290
959,경상남도,반지점,"창원시 성산구 원이대로393번길 17-1 (반지동,2층)",055-237-9294
960,경상남도,반림점,창원시 성산구 중앙동 74-6 1층 B호,055-261-3266
961,경상남도,동천점,경남 남해군 삼동면 동부대로 1235,055-867-7273
962,경상남도,동마산점,창원시 마산회원구 구암남3길 13(구암동),055-295-6422
963,경상남도,대산점,경상남도 함안군 대산면 대산중앙로 214,055-582-8521
964,경상남도,대방점,"창원시 성산구 대정로 131 213(대방동,대방덕산타운상가 213호)",055-275-9917
965,경상남도,남해점,경남 남해군 남해읍 화전로78번길 17,055-864-5894
966,경상남도,남면점,경남 남해군 남면 남서대로 777,055-862-7574
967,경상남도,남.이동점,경남 남해군 이동면 무림로 81-1,055-863-0840
968,경상남도,남.고현점,경남 남해군 고현면 대사리 757-1,055-863-0920
969,경상남도,군북점,경남 함안군 군북면 중암리 60-1,055-585-9200
970,경상남도,구조라점,경남 거제시 일운면 구조라리 375,055-681-9797
971,경상남도,구암점,경상남도 창원시 마산회원구 구암북2길 6(구암동),055-299-2450
972,경상남도,공단점,경남 진주시 상평동 227 동국1차(아)상가 102,055-758-3534
973,경상남도,고현점,경상남도 거제시 거제중앙로27길 15(고현동),055-635-7649
974,경상남도,거창점,경남 거창군 거창읍 상림리 42-10,055-944-4776
975,경상남도,가음정점,창원시 성산구 남산동 601-1 창남상가 1층 108,055-262-9912
976,경상남도,가야점,경남 함안군 가야읍 도항리 95-1 1층,055-583-8021
977,경상남도,가곡점,경남 밀양시 가곡동 608-4,055-354-1628
978,경상남도,소주동점,경상남도 양산시 대평들2길 17(주남동),055-362-2918
979,경상남도,명동점(양),경상남도 양산시 신명동 7길 56(명동),055-362-3555
980,경상남도,평산점,"경상남도 양산시 신명로 82, 107동 103호(평산동, 동일스위트1차)",055-386-9994
981,경상남도,덕계점,경상남도 양산시 덕계2길 20(덕계동),055-363-9901
982,경상남도,칠산점,경상남도 김해시 칠산로 399번길 8(화목동),055-338-9982
983,경상남도,무계점,"경상남도 김해시 장유로 301번길 3, 207호(무계동,청학프라자)",055-322-8886
984,경상남도,율하점,"경상남도 김해시 율하2로 123, 113동 106호(율하동,율현마을동원로얄듀크아파트1차상가)",055-321-9288
985,경상남도,갑오점,경남 김해시 장유면 대청리 332-4 대청프라자 A-218,055-332-7891
986,경상남도,주촌점,경남 김해시 주촌면 서부로 1499번길 21,055-337-9240
987,경상남도,진례1호점,경상남도 김해시 진례면 고모로 214,055-345-9989
988,경상남도,빙그레점,경남 김해시 한림면 김해대로 914(가동),055-345-9957
989,경상남도,진영신도시점,경남 김해시 진영읍 김해대로 365번길 18 105,055-342-6080
990,경상남도,명동점(김),경상남도 김해시 한림면 명동로 7,055-345-2864
991,경상남도,생림점,경상남도 김해시 생림면 생림대로 960,055-323-3980
992,경상남도,삼계점,경남 김해시 가야로30번길 17(삼계동),055-332-9282
993,경상남도,외동점,경남 김해시 외동 1246-3,055-335-4455
994,경상남도,부원점,경상남도 김해시 김해대로 2325번길 22 (부원동),055-322-9290
995,경상남도,어방점,"경상남도 김해시 활천로 214번길5,101호(어방동,송대아트빌라)",055-327-8292
996,경상남도,삼방시장점,경상남도 김해시 삼안로 237(삼방동),055-312-8255
997,경상남도,내원점,경남 양산시 하북면 용연리 510-4,055-375-3692
998,경상남도,석계점,경상남도 양산시 상북면 상북중앙로 349,055-374-7723
999,경상남도,대석리점,경상남도 양산시 상북면 대성2길 7,055-375-3350
1000,경상남도,어곡점,경남 양산시 어곡동 9-3 외 4 필지 로얄파크빌상가 B09호,055-367-9298
1001,경상남도,양산1호점,경남 양산시 북부동 428-8,055-366-5592
1002,경상남도,중부점,"경상남도 양산시 양주로 110,상가동 1층 106호(중부동,현대아파트)",055-383-9133
1003,경상남도,범어점,경남 양산시 물금읍 동중1길 28,055-367-9494
1004,경기도,화도점,경기도 남양주시 화도읍 비룡로 331,031-593-0808
1005,경기도,마석점,경기도 남양주시 화도읍 마석로17번 안길 1-4,031-593-4045
1006,경기도,창현점,"경기도 남양주시 화도읍 경춘로창벌2길 12, 1층",031-592-1441
1007,경기도,평내점,경기 남양주시 평내동 142,031-591-0993
1008,경기도,평내2호점,경기도 남양주시 경춘로 1286 안길 3-5,031-595-8295
1009,경기도,도농점,"경기도 남양주시 경춘로 386, 1층(도농동)",031-555-6009
1010,경기도,별내점,경기도 남양주시 별내동 1023번지 104호,031-553-3311
1011,경기도,퇴계원점,경기도 남양주시 퇴계원면 퇴계원로 78번길 1,031-572-1999
1012,경기도,사능점,경기도 남양주시 진건읍 진건오남로 86번길 30,031-574-0505
1013,경기도,오남점,"경기도 남양주시 오남읍 진건오남로512번길 23, 110호~111호",031-513-9292
